year,value,series_code,dimension,measure,welfare_concept,short_reference,long_reference,reference url,preferred_definition,description,source_codes_used,legend
2012,15.43336331,S5,Poverty,Share below 60% median,Equivalised disposable household income,IFS,Institute for Fiscal Studies; Poverty (BHS) (accessed 21/12/2021),https://ifs.org.uk/tools_and_resources/incomes_in_uk,,,,Share below 60% median - Equivalised disposable household income (IFS)
2013,15.2656601,S5,Poverty,Share below 60% median,Equivalised disposable household income,IFS,Institute for Fiscal Studies; Poverty (BHS) (accessed 21/12/2021),https://ifs.org.uk/tools_and_resources/incomes_in_uk,,,,Share below 60% median - Equivalised disposable household income (IFS)
2014,15.9083579,S5,Poverty,Share below 60% median,Equivalised disposable household income,IFS,Institute for Fiscal Studies; Poverty (BHS) (accessed 21/12/2021),https://ifs.org.uk/tools_and_resources/incomes_in_uk,,,,Share below 60% median - Equivalised disposable household income (IFS)
2015,16.31999248,S5,Poverty,Share below 60% median,Equivalised disposable household income,IFS,Institute for Fiscal Studies; Poverty (BHS) (accessed 21/12/2021),https://ifs.org.uk/tools_and_resources/incomes_in_uk,,,,Share below 60% median - Equivalised disposable household income (IFS)
2016,16.22156218,S5,Poverty,Share below 60% median,Equivalised disposable household income,IFS,Institute for Fiscal Studies; Poverty (BHS) (accessed 21/12/2021),https://ifs.org.uk/tools_and_resources/incomes_in_uk,,,,Share below 60% median - Equivalised disposable household income (IFS)
2017,17.16024766,S5,Poverty,Share below 60% median,Equivalised disposable household income,IFS,Institute for Fiscal Studies; Poverty (BHS) (accessed 21/12/2021),https://ifs.org.uk/tools_and_resources/incomes_in_uk,,,,Share below 60% median - Equivalised disposable household income (IFS)
1954,170.9189739,S61,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.7",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1955,171.4672873,S61,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.7",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1956,170.243716,S61,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.7",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1957,171.849709,S61,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.7",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1958,173.2336178,S61,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.7",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1959,176.8798222,S61,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.7",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1960,177.4975823,S61,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.7",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1961,176.8704633,S61,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.7",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1962,176.6143912,S61,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.7",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1963,174.6879017,S61,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.7",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1964,181.3020219,S61,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.7",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1965,185.0286194,S61,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.7",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1966,183.5277217,S61,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.7",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1967,182.3356059,S61,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.7",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1968,181.9825789,S61,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.7",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1969,184.9235025,S61,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.7",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1970,189.2320463,S61,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.7",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1971,185.909811,S61,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.7",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1975,180.3537228,S61,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.7",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1976,174.644894,S61,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.7",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1977,175.699808,S61,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.7",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1978,177.6958718,S61,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.7",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1979,182.8418562,S61,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.7",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1968,174.4,S62,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.4",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1970,175.3,S62,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.4",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1971,173.3,S62,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.4",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1972,173.1,S62,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.4",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1973,171,S62,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.4",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1974,167.2,S62,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.4",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1975,167.5,S62,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.4",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1976,168.4,S62,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.4",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1977,166.9,S62,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.4",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1978,166.8,S62,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.4",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1979,168.1,S62,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.4",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1980,170.6,S62,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.4",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
1981,175.8,S62,Earnings Dispersion,Top decile as % median,Gross individual earnings,Atkinson (2008),"Atkinson (2008) Appendix S, Table S.4",https://global.oup.com/academic/product/the-changing-distribution-of-earnings-in-oecd-countries-9780199532438?cc=ca&lang=en&,,,,Top decile as % median - Gross individual earnings (Atkinson (2008))
